t,x,y,z,vx,vy,vz,roll_deg,pitch_deg,yaw_deg,roll_rate,pitch_rate,yaw_rate
44.4000,0.0119,-0.0114,-1.5619,-0.0146,-0.0150,-0.0039,0.0887,-0.0642,91.0099,0.0003,-0.0002,-0.0002
44.4999,0.0119,-0.0114,-1.5619,-0.0146,-0.0150,-0.0039,0.0887,-0.0642,91.0099,0.0003,-0.0002,-0.0002
44.6000,0.0119,-0.0114,-1.5619,-0.0146,-0.0150,-0.0039,0.0887,-0.0642,91.0099,0.0003,-0.0002,-0.0002
44.7000,0.0119,-0.0114,-1.5619,-0.0146,-0.0150,-0.0039,0.0887,-0.0642,91.0099,0.0003,-0.0002,-0.0002
44.7999,0.0119,-0.0114,-1.5619,-0.0146,-0.0150,-0.0039,0.0887,-0.0642,91.0099,0.0003,-0.0002,-0.0002
44.9000,0.0119,-0.0114,-1.5619,-0.0146,-0.0150,-0.0039,0.0887,-0.0642,91.0099,0.0003,-0.0002,-0.0002
45.0000,0.0119,-0.0114,-1.5619,-0.0146,-0.0150,-0.0039,0.0887,-0.0642,91.0099,0.0003,-0.0002,-0.0002
45.1000,0.0119,-0.0114,-1.5619,-0.0146,-0.0150,-0.0039,0.0887,-0.0642,91.0099,0.0003,-0.0002,-0.0002
45.2000,0.0119,-0.0114,-1.5619,-0.0146,-0.0150,-0.0039,0.0887,-0.0642,91.0099,0.0003,-0.0002,-0.0002
45.3000,0.0119,-0.0114,-1.5619,-0.0146,-0.0150,-0.0039,0.0887,-0.0642,91.0099,0.0003,-0.0002,-0.0002
45.3999,0.0119,-0.0114,-1.5619,-0.0146,-0.0150,-0.0039,0.0887,-0.0642,91.0099,0.0003,-0.0002,-0.0002
45.5000,0.0119,-0.0114,-1.5619,-0.0146,-0.0150,-0.0039,0.0887,-0.0642,91.0099,0.0003,-0.0002,-0.0002
45.6000,0.0119,-0.0114,-1.5619,-0.0146,-0.0150,-0.0039,0.0887,-0.0642,91.0099,0.0003,-0.0002,-0.0002
45.7000,0.0119,-0.0114,-1.5619,-0.0146,-0.0150,-0.0039,0.0887,-0.0642,91.0099,0.0003,-0.0002,-0.0002
45.7999,0.0119,-0.0114,-1.5619,-0.0146,-0.0150,-0.0039,0.0887,-0.0642,91.0099,0.0003,-0.0002,-0.0002
45.8999,0.0119,-0.0114,-1.5619,-0.0146,-0.0150,-0.0039,0.0887,-0.0642,91.0099,0.0003,-0.0002,-0.0002
46.0001,0.0119,-0.0114,-1.5619,-0.0146,-0.0150,-0.0039,0.0887,-0.0642,91.0099,0.0003,-0.0002,-0.0002
46.1000,0.0119,-0.0114,-1.5619,-0.0146,-0.0150,-0.0039,0.0887,-0.0642,91.0099,0.0003,-0.0002,-0.0002
46.1999,0.0119,-0.0114,-1.5619,-0.0146,-0.0150,-0.0039,0.0887,-0.0642,91.0099,0.0003,-0.0002,-0.0002
46.3000,0.0119,-0.0114,-1.5619,-0.0146,-0.0150,-0.0039,0.0887,-0.0642,91.0099,0.0003,-0.0002,-0.0002
46.3999,0.0119,-0.0114,-1.5619,-0.0146,-0.0150,-0.0039,0.0887,-0.0642,91.0099,0.0003,-0.0002,-0.0002
46.5000,0.0119,-0.0114,-1.5619,-0.0146,-0.0150,-0.0039,0.0887,-0.0642,91.0099,0.0003,-0.0002,-0.0002
46.6000,0.0119,-0.0114,-1.5619,-0.0146,-0.0150,-0.0039,0.0887,-0.0642,91.0099,0.0003,-0.0002,-0.0002
46.6999,0.0119,-0.0114,-1.5619,-0.0146,-0.0150,-0.0039,0.0887,-0.0642,91.0099,0.0003,-0.0002,-0.0002
46.7999,0.0119,-0.0114,-1.5619,-0.0146,-0.0150,-0.0039,0.0887,-0.0642,91.0099,0.0003,-0.0002,-0.0002
46.8999,0.0119,-0.0114,-1.5619,-0.0146,-0.0150,-0.0039,0.0887,-0.0642,91.0099,0.0003,-0.0002,-0.0002
46.9999,0.0119,-0.0114,-1.5619,-0.0146,-0.0150,-0.0039,0.0887,-0.0642,91.0099,0.0003,-0.0002,-0.0002
47.1000,0.0119,-0.0114,-1.5619,-0.0146,-0.0150,-0.0039,0.0887,-0.0642,91.0099,0.0003,-0.0002,-0.0002
47.1999,0.0119,-0.0114,-1.5619,-0.0146,-0.0150,-0.0039,0.0887,-0.0642,91.0099,0.0003,-0.0002,-0.0002
47.3000,0.0119,-0.0114,-1.5619,-0.0146,-0.0150,-0.0039,0.0887,-0.0642,91.0099,0.0003,-0.0002,-0.0002
47.4000,0.0119,-0.0114,-1.5619,-0.0146,-0.0150,-0.0039,0.0887,-0.0642,91.0099,0.0003,-0.0002,-0.0002
47.5000,0.0119,-0.0114,-1.5400,-0.0146,-0.0151,-0.0038,0.0887,-0.0636,91.0019,0.0002,-0.0002,-0.0002
47.6000,0.0119,-0.0114,-1.5400,-0.0146,-0.0151,-0.0038,0.0887,-0.0636,91.0019,0.0002,-0.0002,-0.0002
47.7000,0.0119,-0.0114,-1.5400,-0.0146,-0.0151,-0.0038,0.0887,-0.0636,91.0019,0.0002,-0.0002,-0.0002
47.8000,0.0119,-0.0114,-1.5400,-0.0146,-0.0151,-0.0038,0.0887,-0.0636,91.0019,0.0002,-0.0002,-0.0002
47.9000,0.0119,-0.0114,-1.5400,-0.0146,-0.0151,-0.0038,0.0887,-0.0636,91.0019,0.0002,-0.0002,-0.0002
48.0000,0.0119,-0.0114,-1.5400,-0.0146,-0.0151,-0.0038,0.0887,-0.0636,91.0019,0.0002,-0.0002,-0.0002
48.0999,0.0119,-0.0114,-1.5400,-0.0146,-0.0151,-0.0038,0.0887,-0.0636,91.0019,0.0002,-0.0002,-0.0002
48.2000,0.0119,-0.0114,-1.5400,-0.0146,-0.0151,-0.0038,0.0887,-0.0636,91.0019,0.0002,-0.0002,-0.0002
48.3000,0.0119,-0.0114,-1.5400,-0.0146,-0.0151,-0.0038,0.0887,-0.0636,91.0019,0.0002,-0.0002,-0.0002
48.4000,0.0119,-0.0114,-1.5400,-0.0146,-0.0151,-0.0038,0.0887,-0.0636,91.0019,0.0002,-0.0002,-0.0002
48.5000,0.0119,-0.0114,-1.5400,-0.0146,-0.0151,-0.0038,0.0887,-0.0636,91.0019,0.0002,-0.0002,-0.0002
48.5999,0.0119,-0.0114,-1.5400,-0.0146,-0.0151,-0.0038,0.0887,-0.0636,91.0019,0.0002,-0.0002,-0.0002
48.6999,0.0119,-0.0114,-1.5400,-0.0146,-0.0151,-0.0038,0.0887,-0.0636,91.0019,0.0002,-0.0002,-0.0002
48.8000,0.0119,-0.0114,-1.5400,-0.0146,-0.0151,-0.0038,0.0887,-0.0636,91.0019,0.0002,-0.0002,-0.0002
48.8999,0.0119,-0.0114,-1.5400,-0.0146,-0.0151,-0.0038,0.0887,-0.0636,91.0019,0.0002,-0.0002,-0.0002
49.0000,0.0119,-0.0114,-1.5400,-0.0146,-0.0151,-0.0038,0.0887,-0.0636,91.0019,0.0002,-0.0002,-0.0002
49.0999,0.0119,-0.0114,-1.5400,-0.0146,-0.0151,-0.0038,0.0887,-0.0636,91.0019,0.0002,-0.0002,-0.0002
49.1999,0.0119,-0.0114,-1.5400,-0.0146,-0.0151,-0.0038,0.0887,-0.0636,91.0019,0.0002,-0.0002,-0.0002
49.3000,0.0119,-0.0114,-1.5400,-0.0146,-0.0151,-0.0038,0.0887,-0.0636,91.0019,0.0002,-0.0002,-0.0002
49.4000,0.0119,-0.0114,-1.5400,-0.0146,-0.0151,-0.0038,0.0887,-0.0636,91.0019,0.0002,-0.0002,-0.0002
49.5000,0.0119,-0.0114,-1.5400,-0.0146,-0.0151,-0.0038,0.0887,-0.0636,91.0019,0.0002,-0.0002,-0.0002
49.6001,0.0119,-0.0114,-1.5400,-0.0146,-0.0151,-0.0038,0.0887,-0.0636,91.0019,0.0002,-0.0002,-0.0002
49.7000,0.0119,-0.0114,-1.5400,-0.0146,-0.0151,-0.0038,0.0887,-0.0636,91.0019,0.0002,-0.0002,-0.0002
49.8000,0.0119,-0.0114,-1.5400,-0.0146,-0.0151,-0.0038,0.0887,-0.0636,91.0019,0.0002,-0.0002,-0.0002
49.8999,0.0119,-0.0114,-1.5400,-0.0146,-0.0151,-0.0038,0.0887,-0.0636,91.0019,0.0002,-0.0002,-0.0002
49.9999,0.0119,-0.0114,-1.5400,-0.0146,-0.0151,-0.0038,0.0887,-0.0636,91.0019,0.0002,-0.0002,-0.0002
50.0999,0.0119,-0.0114,-1.5400,-0.0146,-0.0151,-0.0038,0.0887,-0.0636,91.0019,0.0002,-0.0002,-0.0002
50.1999,0.0119,-0.0114,-1.5400,-0.0146,-0.0151,-0.0038,0.0887,-0.0636,91.0019,0.0002,-0.0002,-0.0002
50.3000,0.0119,-0.0114,-1.5400,-0.0146,-0.0151,-0.0038,0.0887,-0.0636,91.0019,0.0002,-0.0002,-0.0002
50.4000,0.0119,-0.0114,-1.5400,-0.0146,-0.0151,-0.0038,0.0887,-0.0636,91.0019,0.0002,-0.0002,-0.0002
50.5000,0.0119,-0.0114,-1.5400,-0.0146,-0.0151,-0.0038,0.0887,-0.0636,91.0019,0.0002,-0.0002,-0.0002
50.6000,0.0119,-0.0114,-1.5400,-0.0146,-0.0151,-0.0038,0.0887,-0.0636,91.0019,0.0002,-0.0002,-0.0002
50.7001,0.0119,-0.0114,-1.5400,-0.0146,-0.0151,-0.0038,0.0887,-0.0636,91.0019,0.0002,-0.0002,-0.0002
50.8000,0.0119,-0.0114,-1.5400,-0.0146,-0.0151,-0.0038,0.0887,-0.0636,91.0019,0.0002,-0.0002,-0.0002
50.8999,0.0119,-0.0114,-1.5400,-0.0146,-0.0151,-0.0038,0.0887,-0.0636,91.0019,0.0002,-0.0002,-0.0002
51.0000,0.0119,-0.0114,-1.5400,-0.0146,-0.0151,-0.0038,0.0887,-0.0636,91.0019,0.0002,-0.0002,-0.0002
51.1000,0.0119,-0.0114,-1.5400,-0.0146,-0.0151,-0.0038,0.0887,-0.0636,91.0019,0.0002,-0.0002,-0.0002
51.1999,0.0119,-0.0114,-1.5400,-0.0146,-0.0151,-0.0038,0.0887,-0.0636,91.0019,0.0002,-0.0002,-0.0002
51.2999,0.0119,-0.0114,-1.5400,-0.0146,-0.0151,-0.0038,0.0887,-0.0636,91.0019,0.0002,-0.0002,-0.0002
51.4000,0.0119,-0.0114,-1.5400,-0.0146,-0.0151,-0.0038,0.0887,-0.0636,91.0019,0.0002,-0.0002,-0.0002
51.5000,0.0119,-0.0114,-1.5400,-0.0146,-0.0151,-0.0038,0.0887,-0.0636,91.0019,0.0002,-0.0002,-0.0002
51.6001,0.0119,-0.0114,-1.5400,-0.0146,-0.0151,-0.0038,0.0887,-0.0636,91.0019,0.0002,-0.0002,-0.0002
51.7000,0.0119,-0.0114,-1.5400,-0.0146,-0.0151,-0.0038,0.0887,-0.0636,91.0019,0.0002,-0.0002,-0.0002
51.8000,0.0120,-0.0113,-1.5184,-0.0145,-0.0151,-0.0039,0.0890,-0.0635,90.9941,0.0003,-0.0003,-0.0002
51.8999,0.0120,-0.0113,-1.5184,-0.0145,-0.0151,-0.0039,0.0890,-0.0635,90.9941,0.0003,-0.0003,-0.0002
51.9999,0.0120,-0.0113,-1.5184,-0.0145,-0.0151,-0.0039,0.0890,-0.0635,90.9941,0.0003,-0.0003,-0.0002
52.1000,0.0120,-0.0113,-1.5184,-0.0145,-0.0151,-0.0039,0.0890,-0.0635,90.9941,0.0003,-0.0003,-0.0002
52.1999,0.0120,-0.0113,-1.5184,-0.0145,-0.0151,-0.0039,0.0890,-0.0635,90.9941,0.0003,-0.0003,-0.0002
52.2999,0.0120,-0.0113,-1.5184,-0.0145,-0.0151,-0.0039,0.0890,-0.0635,90.9941,0.0003,-0.0003,-0.0002
52.4000,0.0120,-0.0113,-1.5184,-0.0145,-0.0151,-0.0039,0.0890,-0.0635,90.9941,0.0003,-0.0003,-0.0002
52.5000,0.0120,-0.0113,-1.5184,-0.0145,-0.0151,-0.0039,0.0890,-0.0635,90.9941,0.0003,-0.0003,-0.0002
52.6002,0.0120,-0.0113,-1.5184,-0.0145,-0.0151,-0.0039,0.0890,-0.0635,90.9941,0.0003,-0.0003,-0.0002
52.7000,0.0120,-0.0113,-1.5184,-0.0145,-0.0151,-0.0039,0.0890,-0.0635,90.9941,0.0003,-0.0003,-0.0002
52.8001,0.0120,-0.0113,-1.5184,-0.0145,-0.0151,-0.0039,0.0890,-0.0635,90.9941,0.0003,-0.0003,-0.0002
52.9001,0.0120,-0.0113,-1.5184,-0.0145,-0.0151,-0.0039,0.0890,-0.0635,90.9941,0.0003,-0.0003,-0.0002
53.0000,0.0120,-0.0113,-1.5184,-0.0145,-0.0151,-0.0039,0.0890,-0.0635,90.9941,0.0003,-0.0003,-0.0002
53.1000,0.0120,-0.0113,-1.5184,-0.0145,-0.0151,-0.0039,0.0890,-0.0635,90.9941,0.0003,-0.0003,-0.0002
53.2000,0.0120,-0.0113,-1.5184,-0.0145,-0.0151,-0.0039,0.0890,-0.0635,90.9941,0.0003,-0.0003,-0.0002
53.2999,0.0120,-0.0113,-1.5184,-0.0145,-0.0151,-0.0039,0.0890,-0.0635,90.9941,0.0003,-0.0003,-0.0002
53.4000,0.0120,-0.0113,-1.5184,-0.0145,-0.0151,-0.0039,0.0890,-0.0635,90.9941,0.0003,-0.0003,-0.0002
53.4999,0.0120,-0.0113,-1.5184,-0.0145,-0.0151,-0.0039,0.0890,-0.0635,90.9941,0.0003,-0.0003,-0.0002
53.6000,0.0120,-0.0113,-1.5184,-0.0145,-0.0151,-0.0039,0.0890,-0.0635,90.9941,0.0003,-0.0003,-0.0002
53.7000,0.0120,-0.0113,-1.5184,-0.0145,-0.0151,-0.0039,0.0890,-0.0635,90.9941,0.0003,-0.0003,-0.0002
53.7999,0.0120,-0.0113,-1.5184,-0.0145,-0.0151,-0.0039,0.0890,-0.0635,90.9941,0.0003,-0.0003,-0.0002
53.8999,0.0120,-0.0113,-1.5184,-0.0145,-0.0151,-0.0039,0.0890,-0.0635,90.9941,0.0003,-0.0003,-0.0002
54.0000,0.0120,-0.0113,-1.5184,-0.0145,-0.0151,-0.0039,0.0890,-0.0635,90.9941,0.0003,-0.0003,-0.0002
54.1000,0.0120,-0.0113,-1.5184,-0.0145,-0.0151,-0.0039,0.0890,-0.0635,90.9941,0.0003,-0.0003,-0.0002
54.2000,0.0120,-0.0113,-1.5184,-0.0145,-0.0151,-0.0039,0.0890,-0.0635,90.9941,0.0003,-0.0003,-0.0002
54.2999,0.0120,-0.0113,-1.5184,-0.0145,-0.0151,-0.0039,0.0890,-0.0635,90.9941,0.0003,-0.0003,-0.0002
54.4000,0.0120,-0.0113,-1.5184,-0.0145,-0.0151,-0.0039,0.0890,-0.0635,90.9941,0.0003,-0.0003,-0.0002
54.5000,0.0120,-0.0113,-1.5184,-0.0145,-0.0151,-0.0039,0.0890,-0.0635,90.9941,0.0003,-0.0003,-0.0002
54.6000,0.0120,-0.0113,-1.5184,-0.0145,-0.0151,-0.0039,0.0890,-0.0635,90.9941,0.0003,-0.0003,-0.0002
54.7000,0.0120,-0.0113,-1.5184,-0.0145,-0.0151,-0.0039,0.0890,-0.0635,90.9941,0.0003,-0.0003,-0.0002
54.8000,0.0120,-0.0113,-1.5184,-0.0145,-0.0151,-0.0039,0.0890,-0.0635,90.9941,0.0003,-0.0003,-0.0002
54.9000,0.0120,-0.0113,-1.5184,-0.0145,-0.0151,-0.0039,0.0890,-0.0635,90.9941,0.0003,-0.0003,-0.0002
55.0000,0.0120,-0.0113,-1.5184,-0.0145,-0.0151,-0.0039,0.0890,-0.0635,90.9941,0.0003,-0.0003,-0.0002
55.1000,0.0120,-0.0113,-1.5184,-0.0145,-0.0151,-0.0039,0.0890,-0.0635,90.9941,0.0003,-0.0003,-0.0002
55.2000,0.0120,-0.0113,-1.5184,-0.0145,-0.0151,-0.0039,0.0890,-0.0635,90.9941,0.0003,-0.0003,-0.0002
55.2999,0.0120,-0.0113,-1.5184,-0.0145,-0.0151,-0.0039,0.0890,-0.0635,90.9941,0.0003,-0.0003,-0.0002
55.4000,0.0120,-0.0113,-1.5184,-0.0145,-0.0151,-0.0039,0.0890,-0.0635,90.9941,0.0003,-0.0003,-0.0002
55.5000,0.0120,-0.0113,-1.5184,-0.0145,-0.0151,-0.0039,0.0890,-0.0635,90.9941,0.0003,-0.0003,-0.0002
55.6000,0.0120,-0.0113,-1.5184,-0.0145,-0.0151,-0.0039,0.0890,-0.0635,90.9941,0.0003,-0.0003,-0.0002
55.7000,0.0120,-0.0113,-1.5184,-0.0145,-0.0151,-0.0039,0.0890,-0.0635,90.9941,0.0003,-0.0003,-0.0002
55.8000,0.0120,-0.0113,-1.5184,-0.0145,-0.0151,-0.0039,0.0890,-0.0635,90.9941,0.0003,-0.0003,-0.0002
55.9000,0.0120,-0.0113,-1.5184,-0.0145,-0.0151,-0.0039,0.0890,-0.0635,90.9941,0.0003,-0.0003,-0.0002
56.0000,0.0120,-0.0113,-1.5184,-0.0145,-0.0151,-0.0039,0.0890,-0.0635,90.9941,0.0003,-0.0003,-0.0002
56.1001,0.0120,-0.0113,-1.4971,-0.0145,-0.0154,-0.0039,0.0889,-0.0634,90.9859,0.0004,-0.0002,-0.0002
56.2000,0.0120,-0.0113,-1.4971,-0.0145,-0.0154,-0.0039,0.0889,-0.0634,90.9859,0.0004,-0.0002,-0.0002
56.2999,0.0120,-0.0113,-1.4971,-0.0145,-0.0154,-0.0039,0.0889,-0.0634,90.9859,0.0004,-0.0002,-0.0002
56.4001,0.0120,-0.0113,-1.4971,-0.0145,-0.0154,-0.0039,0.0889,-0.0634,90.9859,0.0004,-0.0002,-0.0002
56.5001,0.0120,-0.0113,-1.4971,-0.0145,-0.0154,-0.0039,0.0889,-0.0634,90.9859,0.0004,-0.0002,-0.0002
56.6000,0.0120,-0.0113,-1.4971,-0.0145,-0.0154,-0.0039,0.0889,-0.0634,90.9859,0.0004,-0.0002,-0.0002
56.6999,0.0120,-0.0113,-1.4971,-0.0145,-0.0154,-0.0039,0.0889,-0.0634,90.9859,0.0004,-0.0002,-0.0002
56.7999,0.0120,-0.0113,-1.4971,-0.0145,-0.0154,-0.0039,0.0889,-0.0634,90.9859,0.0004,-0.0002,-0.0002
56.8999,0.0120,-0.0113,-1.4971,-0.0145,-0.0154,-0.0039,0.0889,-0.0634,90.9859,0.0004,-0.0002,-0.0002
56.9999,0.0120,-0.0113,-1.4971,-0.0145,-0.0154,-0.0039,0.0889,-0.0634,90.9859,0.0004,-0.0002,-0.0002
57.0999,0.0120,-0.0113,-1.4971,-0.0145,-0.0154,-0.0039,0.0889,-0.0634,90.9859,0.0004,-0.0002,-0.0002
57.2000,0.0120,-0.0113,-1.4971,-0.0145,-0.0154,-0.0039,0.0889,-0.0634,90.9859,0.0004,-0.0002,-0.0002
57.3000,0.0120,-0.0113,-1.4971,-0.0145,-0.0154,-0.0039,0.0889,-0.0634,90.9859,0.0004,-0.0002,-0.0002
57.4000,0.0120,-0.0113,-1.4971,-0.0145,-0.0154,-0.0039,0.0889,-0.0634,90.9859,0.0004,-0.0002,-0.0002
57.5000,0.0120,-0.0113,-1.4971,-0.0145,-0.0154,-0.0039,0.0889,-0.0634,90.9859,0.0004,-0.0002,-0.0002
57.6000,0.0120,-0.0113,-1.4971,-0.0145,-0.0154,-0.0039,0.0889,-0.0634,90.9859,0.0004,-0.0002,-0.0002
57.7000,0.0120,-0.0113,-1.4971,-0.0145,-0.0154,-0.0039,0.0889,-0.0634,90.9859,0.0004,-0.0002,-0.0002
57.8000,0.0120,-0.0113,-1.4971,-0.0145,-0.0154,-0.0039,0.0889,-0.0634,90.9859,0.0004,-0.0002,-0.0002
57.9000,0.0120,-0.0113,-1.4971,-0.0145,-0.0154,-0.0039,0.0889,-0.0634,90.9859,0.0004,-0.0002,-0.0002
58.0000,0.0120,-0.0113,-1.4971,-0.0145,-0.0154,-0.0039,0.0889,-0.0634,90.9859,0.0004,-0.0002,-0.0002
58.1001,0.0120,-0.0113,-1.4971,-0.0145,-0.0154,-0.0039,0.0889,-0.0634,90.9859,0.0004,-0.0002,-0.0002
58.2000,0.0120,-0.0113,-1.4971,-0.0145,-0.0154,-0.0039,0.0889,-0.0634,90.9859,0.0004,-0.0002,-0.0002
58.2999,0.0120,-0.0113,-1.4971,-0.0145,-0.0154,-0.0039,0.0889,-0.0634,90.9859,0.0004,-0.0002,-0.0002
58.4000,0.0120,-0.0113,-1.4971,-0.0145,-0.0154,-0.0039,0.0889,-0.0634,90.9859,0.0004,-0.0002,-0.0002
58.5000,0.0120,-0.0113,-1.4971,-0.0145,-0.0154,-0.0039,0.0889,-0.0634,90.9859,0.0004,-0.0002,-0.0002
58.6000,0.0120,-0.0113,-1.4971,-0.0145,-0.0154,-0.0039,0.0889,-0.0634,90.9859,0.0004,-0.0002,-0.0002
58.7000,0.0120,-0.0113,-1.4971,-0.0145,-0.0154,-0.0039,0.0889,-0.0634,90.9859,0.0004,-0.0002,-0.0002
58.8000,0.0120,-0.0113,-1.4971,-0.0145,-0.0154,-0.0039,0.0889,-0.0634,90.9859,0.0004,-0.0002,-0.0002
58.9000,0.0120,-0.0113,-1.4971,-0.0145,-0.0154,-0.0039,0.0889,-0.0634,90.9859,0.0004,-0.0002,-0.0002
59.0001,0.0120,-0.0113,-1.4971,-0.0145,-0.0154,-0.0039,0.0889,-0.0634,90.9859,0.0004,-0.0002,-0.0002
59.0999,0.0120,-0.0113,-1.4971,-0.0145,-0.0154,-0.0039,0.0889,-0.0634,90.9859,0.0004,-0.0002,-0.0002
59.1999,0.0120,-0.0113,-1.4971,-0.0145,-0.0154,-0.0039,0.0889,-0.0634,90.9859,0.0004,-0.0002,-0.0002
59.3000,0.0120,-0.0113,-1.4971,-0.0145,-0.0154,-0.0039,0.0889,-0.0634,90.9859,0.0004,-0.0002,-0.0002
59.3999,0.0120,-0.0113,-1.4971,-0.0145,-0.0154,-0.0039,0.0889,-0.0634,90.9859,0.0004,-0.0002,-0.0002
59.4999,0.0120,-0.0113,-1.4971,-0.0145,-0.0154,-0.0039,0.0889,-0.0634,90.9859,0.0004,-0.0002,-0.0002
59.6000,0.0120,-0.0113,-1.4971,-0.0145,-0.0154,-0.0039,0.0889,-0.0634,90.9859,0.0004,-0.0002,-0.0002
59.7000,0.0120,-0.0113,-1.4971,-0.0145,-0.0154,-0.0039,0.0889,-0.0634,90.9859,0.0004,-0.0002,-0.0002
59.8000,0.0120,-0.0113,-1.4971,-0.0145,-0.0154,-0.0039,0.0889,-0.0634,90.9859,0.0004,-0.0002,-0.0002
59.9000,0.0120,-0.0113,-1.4971,-0.0145,-0.0154,-0.0039,0.0889,-0.0634,90.9859,0.0004,-0.0002,-0.0002
60.0000,0.0120,-0.0113,-1.4971,-0.0145,-0.0154,-0.0039,0.0889,-0.0634,90.9859,0.0004,-0.0002,-0.0002
60.1000,0.0120,-0.0113,-1.4971,-0.0145,-0.0154,-0.0039,0.0889,-0.0634,90.9859,0.0004,-0.0002,-0.0002
60.1999,0.0120,-0.0113,-1.4971,-0.0145,-0.0154,-0.0039,0.0889,-0.0634,90.9859,0.0004,-0.0002,-0.0002
60.2999,0.0120,-0.0113,-1.4971,-0.0145,-0.0154,-0.0039,0.0889,-0.0634,90.9859,0.0004,-0.0002,-0.0002
60.3999,0.0120,-0.0113,-1.4971,-0.0145,-0.0154,-0.0039,0.0889,-0.0634,90.9859,0.0004,-0.0002,-0.0002
60.5001,0.0121,-0.0112,-1.4761,-0.0145,-0.0155,-0.0040,0.0879,-0.0634,90.9777,0.0002,-0.0003,-0.0003
60.5999,0.0121,-0.0112,-1.4761,-0.0145,-0.0155,-0.0040,0.0879,-0.0634,90.9777,0.0002,-0.0003,-0.0003
60.7000,0.0121,-0.0112,-1.4761,-0.0145,-0.0155,-0.0040,0.0879,-0.0634,90.9777,0.0002,-0.0003,-0.0003
60.7999,0.0121,-0.0112,-1.4761,-0.0145,-0.0155,-0.0040,0.0879,-0.0634,90.9777,0.0002,-0.0003,-0.0003
60.9001,0.0121,-0.0112,-1.4761,-0.0145,-0.0155,-0.0040,0.0879,-0.0634,90.9777,0.0002,-0.0003,-0.0003
60.9999,0.0121,-0.0112,-1.4761,-0.0145,-0.0155,-0.0040,0.0879,-0.0634,90.9777,0.0002,-0.0003,-0.0003
61.1000,0.0121,-0.0112,-1.4761,-0.0145,-0.0155,-0.0040,0.0879,-0.0634,90.9777,0.0002,-0.0003,-0.0003
61.1999,0.0121,-0.0112,-1.4761,-0.0145,-0.0155,-0.0040,0.0879,-0.0634,90.9777,0.0002,-0.0003,-0.0003
61.3000,0.0121,-0.0112,-1.4761,-0.0145,-0.0155,-0.0040,0.0879,-0.0634,90.9777,0.0002,-0.0003,-0.0003
61.4000,0.0121,-0.0112,-1.4761,-0.0145,-0.0155,-0.0040,0.0879,-0.0634,90.9777,0.0002,-0.0003,-0.0003
61.4999,0.0121,-0.0112,-1.4761,-0.0145,-0.0155,-0.0040,0.0879,-0.0634,90.9777,0.0002,-0.0003,-0.0003
61.5999,0.0121,-0.0112,-1.4761,-0.0145,-0.0155,-0.0040,0.0879,-0.0634,90.9777,0.0002,-0.0003,-0.0003
61.7000,0.0121,-0.0112,-1.4761,-0.0145,-0.0155,-0.0040,0.0879,-0.0634,90.9777,0.0002,-0.0003,-0.0003
61.8000,0.0121,-0.0112,-1.4761,-0.0145,-0.0155,-0.0040,0.0879,-0.0634,90.9777,0.0002,-0.0003,-0.0003
61.8999,0.0121,-0.0112,-1.4761,-0.0145,-0.0155,-0.0040,0.0879,-0.0634,90.9777,0.0002,-0.0003,-0.0003
61.9999,0.0121,-0.0112,-1.4761,-0.0145,-0.0155,-0.0040,0.0879,-0.0634,90.9777,0.0002,-0.0003,-0.0003
62.1000,0.0121,-0.0112,-1.4761,-0.0145,-0.0155,-0.0040,0.0879,-0.0634,90.9777,0.0002,-0.0003,-0.0003
62.2000,0.0121,-0.0112,-1.4761,-0.0145,-0.0155,-0.0040,0.0879,-0.0634,90.9777,0.0002,-0.0003,-0.0003
62.3000,0.0121,-0.0112,-1.4761,-0.0145,-0.0155,-0.0040,0.0879,-0.0634,90.9777,0.0002,-0.0003,-0.0003
62.4000,0.0121,-0.0112,-1.4761,-0.0145,-0.0155,-0.0040,0.0879,-0.0634,90.9777,0.0002,-0.0003,-0.0003
62.5002,0.0121,-0.0112,-1.4761,-0.0145,-0.0155,-0.0040,0.0879,-0.0634,90.9777,0.0002,-0.0003,-0.0003
62.5999,0.0121,-0.0112,-1.4761,-0.0145,-0.0155,-0.0040,0.0879,-0.0634,90.9777,0.0002,-0.0003,-0.0003
62.7000,0.0121,-0.0112,-1.4761,-0.0145,-0.0155,-0.0040,0.0879,-0.0634,90.9777,0.0002,-0.0003,-0.0003
62.8000,0.0121,-0.0112,-1.4761,-0.0145,-0.0155,-0.0040,0.0879,-0.0634,90.9777,0.0002,-0.0003,-0.0003
62.9001,0.0121,-0.0112,-1.4761,-0.0145,-0.0155,-0.0040,0.0879,-0.0634,90.9777,0.0002,-0.0003,-0.0003
63.0000,0.0121,-0.0112,-1.4761,-0.0145,-0.0155,-0.0040,0.0879,-0.0634,90.9777,0.0002,-0.0003,-0.0003
63.1000,0.0121,-0.0112,-1.4761,-0.0145,-0.0155,-0.0040,0.0879,-0.0634,90.9777,0.0002,-0.0003,-0.0003
63.2000,0.0121,-0.0112,-1.4761,-0.0145,-0.0155,-0.0040,0.0879,-0.0634,90.9777,0.0002,-0.0003,-0.0003
63.2999,0.0121,-0.0112,-1.4761,-0.0145,-0.0155,-0.0040,0.0879,-0.0634,90.9777,0.0002,-0.0003,-0.0003
63.4000,0.0121,-0.0112,-1.4761,-0.0145,-0.0155,-0.0040,0.0879,-0.0634,90.9777,0.0002,-0.0003,-0.0003
