scenario,planner,budget_s,seed,status,wall_s,first_solution_ms,energy_wh,length_m,waypoints
C6,rrt_star,1.0,4,SUCESSO,3.01,254.4,4.2147,206.43,10
C6,rrt_star,1.0,5,SUCESSO,3.01,273.1,4.2045,199.76,10
C6,rrt_star,1.0,6,SUCESSO,3.03,947.2,4.2371,211.28,10
C6,rrt_star,1.0,7,SUCESSO,3.02,784.8,4.468,215.65,9
C6,rrt_star,1.0,8,SUCESSO,3.02,500.8,4.2521,201.61,11
C6,rrt_star,1.0,9,SUCESSO,3.02,626.3,3.9649,199.52,11
C6,rrt_star,1.0,10,SUCESSO,3.02,470.1,4.0341,204.71,12
C6,rrt_star,1.0,11,SUCESSO,3.02,466.1,4.3644,209.46,12
C6,rrt_star,1.0,12,SUCESSO,3.01,278.1,4.2195,204.65,9
C6,rrt_star,1.0,13,SUCESSO,3.01,383.5,4.1263,209.83,10
C6,rrt_star,1.0,14,SUCESSO,3.02,721.1,4.3097,203.78,10
C6,rrt_star,1.0,15,SUCESSO,3.04,757.0,4.2828,204.59,12
C6,rrt_star,1.0,16,SUCESSO,3.01,252.8,3.9372,198.83,11
C6,rrt_star,1.0,17,SUCESSO,3.01,360.8,4.337,208.41,9
C6,rrt_star,1.0,18,SUCESSO,3.01,753.3,4.2505,215.21,9
C6,rrt_star,1.0,19,SUCESSO,3.03,694.2,4.1088,200.44,10
C6,rrt_star,2.0,0,SUCESSO,6.03,581.5,4.1888,204.65,11
C6,rrt_star,2.0,1,SUCESSO,6.02,524.3,4.1617,203.7,9
C6,rrt_star,2.0,2,SUCESSO,6.02,447.3,3.9211,198.55,13
C6,rrt_star,2.0,3,SUCESSO,6.01,336.7,3.8445,200.05,11
C6,rrt_star,2.0,4,SUCESSO,6.02,464.7,4.2147,206.43,10
C6,rrt_star,2.0,5,SUCESSO,6.01,294.9,4.2045,199.76,10
C6,rrt_star,2.0,6,SUCESSO,6.02,408.7,4.2371,211.28,10
C6,rrt_star,2.0,7,SUCESSO,6.02,1024.5,4.468,215.65,9
C6,rrt_star,2.0,8,SUCESSO,6.03,668.7,4.2521,201.61,11
C6,rrt_star,2.0,9,SUCESSO,6.02,631.1,3.9649,199.52,11
C6,rrt_star,2.0,10,SUCESSO,6.02,479.7,4.0185,203.96,12
C6,rrt_star,2.0,11,SUCESSO,6.02,279.1,4.3644,209.46,12
C6,rrt_star,2.0,12,SUCESSO,6.02,648.3,4.2433,205.81,9
C6,rrt_star,2.0,13,SUCESSO,6.01,618.2,4.1263,209.83,10
C6,rrt_star,2.0,14,SUCESSO,6.02,545.9,4.3097,203.78,10
C6,rrt_star,2.0,15,SUCESSO,6.01,327.6,4.2706,204.0,12
C6,rrt_star,2.0,16,SUCESSO,6.02,298.0,3.9372,198.83,11
C6,rrt_star,2.0,17,SUCESSO,6.02,606.7,4.337,208.41,9
C6,rrt_star,2.0,18,SUCESSO,6.01,435.8,4.2505,215.21,9
C6,rrt_star,2.0,19,SUCESSO,6.03,695.5,4.1088,200.44,10
C6,rrt_star,5.0,0,SUCESSO,15.02,482.3,4.1888,204.65,11
C6,rrt_star,5.0,1,SUCESSO,15.01,288.8,4.1098,204.01,9
C6,rrt_star,5.0,2,SUCESSO,15.03,469.1,3.9161,198.31,13
C6,rrt_star,5.0,3,SUCESSO,15.02,720.5,3.8445,200.05,11
C6,rrt_star,5.0,4,SUCESSO,15.01,258.3,4.214,206.2,10
C6,rrt_star,5.0,5,SUCESSO,15.02,454.8,4.2045,199.76,10
C6,rrt_star,5.0,6,SUCESSO,15.02,715.5,4.2371,211.28,10
C6,rrt_star,5.0,7,SUCESSO,15.02,1020.7,4.468,215.65,9
C6,rrt_star,5.0,8,SUCESSO,15.02,290.3,4.2505,201.54,11
C6,rrt_star,5.0,9,SUCESSO,15.02,480.2,3.9649,199.52,11
C6,rrt_star,5.0,10,SUCESSO,15.03,621.6,4.0185,203.96,12
C6,rrt_star,5.0,11,SUCESSO,15.04,620.5,4.3644,209.46,12
C6,rrt_star,5.0,12,SUCESSO,15.01,326.9,4.2305,205.18,9
C6,rrt_star,5.0,13,SUCESSO,15.01,515.3,4.1269,209.86,10
C6,rrt_star,5.0,14,SUCESSO,15.02,567.0,4.3097,203.78,10
C6,rrt_star,5.0,15,SUCESSO,15.04,762.3,4.2706,204.0,12
C6,rrt_star,5.0,16,SUCESSO,15.01,341.9,3.9372,198.83,11
C6,rrt_star,5.0,17,SUCESSO,15.02,633.7,4.337,208.41,9
C6,rrt_star,5.0,18,SUCESSO,15.01,692.6,4.2317,215.11,9
C6,rrt_star,5.0,19,SUCESSO,15.03,695.4,4.1088,200.44,10
C6,rrt_star,10.0,0,SUCESSO,30.01,340.4,4.1729,202.89,11
C6,rrt_star,10.0,1,SUCESSO,30.02,410.8,4.101,203.58,9
C6,rrt_star,10.0,2,SUCESSO,30.02,272.8,3.9094,198.65,14
C6,rrt_star,10.0,3,SUCESSO,30.03,648.0,3.8445,200.05,11
C6,rrt_star,10.0,4,SUCESSO,30.01,260.9,3.9527,203.88,10
C6,rrt_star,10.0,5,SUCESSO,30.02,465.6,4.2045,199.76,10
C6,rrt_star,10.0,6,SUCESSO,30.02,730.3,4.254,212.1,11
C6,rrt_star,10.0,7,SUCESSO,30.03,1019.3,4.362,210.52,9
C6,rrt_star,10.0,8,SUCESSO,30.03,516.5,4.2505,201.54,11
C6,rrt_star,10.0,9,SUCESSO,30.01,316.7,3.9649,199.52,11
C6,rrt_star,10.0,10,SUCESSO,30.03,624.5,4.0185,203.96,12
C6,rrt_star,10.0,11,SUCESSO,30.03,617.3,4.3466,208.6,12
C6,rrt_star,10.0,12,SUCESSO,30.01,317.0,4.2305,205.18,9
C6,rrt_star,10.0,13,SUCESSO,30.01,377.3,4.1014,208.62,10
C6,rrt_star,10.0,14,SUCESSO,30.02,573.5,4.3097,203.78,10
C6,rrt_star,10.0,15,SUCESSO,30.02,486.1,4.0155,199.6,10
C6,rrt_star,10.0,16,SUCESSO,30.02,598.3,3.9372,198.83,11
C6,rrt_star,10.0,17,SUCESSO,30.01,525.3,4.3345,210.83,9
C6,rrt_star,10.0,18,SUCESSO,30.02,780.6,4.2524,216.11,9
C6,rrt_star,10.0,19,SUCESSO,30.02,690.6,4.0863,199.62,10
C6,rrt_star,20.0,0,SUCESSO,60.04,607.6,4.1729,202.89,11
C6,rrt_star,20.0,1,SUCESSO,60.03,547.4,4.101,203.58,9
C6,rrt_star,20.0,2,SUCESSO,60.03,560.5,3.9094,198.65,14
C6,rrt_star,20.0,3,SUCESSO,60.02,604.6,3.8445,200.05,11
C6,rrt_star,20.0,4,SUCESSO,60.03,597.9,3.9527,203.88,10
C6,rrt_star,20.0,5,SUCESSO,60.02,586.4,4.2246,200.73,10
C6,rrt_star,20.0,6,SUCESSO,60.01,520.0,3.9831,206.77,10
C6,rrt_star,20.0,7,SUCESSO,60.02,1029.9,4.3946,212.09,10
C6,rrt_star,20.0,8,SUCESSO,60.02,532.2,4.2505,201.54,11
C6,rrt_star,20.0,9,SUCESSO,60.03,536.5,3.9649,199.52,11
C6,rrt_star,20.0,10,SUCESSO,60.03,492.8,4.0185,203.96,12
C6,rrt_star,20.0,11,SUCESSO,60.02,403.1,4.3139,206.41,12
C6,rrt_star,20.0,12,SUCESSO,60.01,299.7,3.6378,204.45,10
C6,rrt_star,20.0,13,SUCESSO,60.02,603.5,3.8744,210.58,10
C6,rrt_star,20.0,14,SUCESSO,60.03,718.2,4.3097,203.78,10
C6,rrt_star,20.0,15,SUCESSO,60.02,474.2,3.663,207.52,11
C6,rrt_star,20.0,16,SUCESSO,60.03,425.6,3.6874,199.82,10
C6,rrt_star,20.0,17,SUCESSO,60.02,392.0,3.7737,201.13,11
C6,rrt_star,20.0,18,SUCESSO,60.02,1003.0,4.1374,214.53,11
C6,rrt_star,20.0,19,SUCESSO,60.03,689.9,4.076,199.13,10
C6,rrt_star,40.0,0,SUCESSO,120.03,411.3,3.6598,212.01,13
C6,rrt_star,40.0,1,SUCESSO,120.02,343.2,3.7777,197.93,10
C6,rrt_star,40.0,2,SUCESSO,120.03,421.3,3.5717,201.39,11
C6,rrt_star,40.0,3,SUCESSO,120.03,465.9,3.6344,202.12,11
C6,rrt_star,40.0,4,SUCESSO,120.02,512.3,3.6726,209.94,11
C6,rrt_star,40.0,5,SUCESSO,120.02,489.6,3.8414,199.21,10
C6,rrt_star,40.0,6,SUCESSO,120.03,612.2,3.6492,206.53,11
C6,rrt_star,40.0,7,SUCESSO,120.03,625.5,3.7719,217.39,11
C6,rrt_star,40.0,8,SUCESSO,120.02,319.3,3.5915,202.72,11
C6,rrt_star,40.0,9,SUCESSO,120.03,344.0,3.6397,202.35,10
C6,rrt_star,40.0,10,SUCESSO,120.04,468.6,3.9089,208.29,11
C6,rrt_star,40.0,11,SUCESSO,120.03,464.3,3.8713,204.54,11
C6,rrt_star,40.0,12,SUCESSO,120.03,459.6,3.6306,203.76,10
C6,rrt_star,40.0,13,SUCESSO,120.02,630.5,3.7833,219.08,11
C6,rrt_star,40.0,14,SUCESSO,120.03,708.3,3.7899,207.07,12
C6,rrt_star,40.0,15,SUCESSO,120.02,388.2,3.6184,203.76,10
C6,rrt_star,40.0,16,SUCESSO,120.03,440.2,3.6874,199.82,10
C6,rrt_star,40.0,17,SUCESSO,120.02,526.7,3.5841,203.15,10
C6,rrt_star,40.0,18,SUCESSO,120.03,687.7,3.6865,214.11,13
C6,rrt_star,40.0,19,SUCESSO,120.02,597.9,3.5963,200.59,10
