scenario,condition,uncertainty,planner,resolution,seed,status,detail,t_initial_ms,t_first_solution_ms,n_replans,replan_ms_mean,replan_ms_max,initial_pct_budget,replan_pct_budget_max,realtime_ok,energy_planned_wh,energy_exec_wh,delta_e_wh,abs_delta_e_wh,e_air_wh,e_water_wh,e_transition_wh,length_planned_m,length_exec_m,n_waypoints,min_clearance_m,mission_time_s,wall_s
C1,K6,,astar,2.0,0,ENERGIA_INSUFICIENTE,"plan needs 3.77 Wh, available 11.89 Wh - reserve 10.0 Wh",3069.9456700003793,3069.9456700003793,0,,,1.6818378534765592,,1,3.7704429203527594,nan,nan,,,,,182.53517505593277,nan,3,nan,nan,3.078293525000845
C1,K6,,astar,2.0,1,ENERGIA_INSUFICIENTE,"plan needs 3.78 Wh, available 11.89 Wh - reserve 10.0 Wh",3030.0837969989516,3030.0837969989516,0,,,1.6573051711718068,,1,3.7765736392384084,nan,nan,,,,,182.83197625314318,nan,3,nan,nan,3.037512656999752
C1,K6,,astar,2.0,2,ENERGIA_INSUFICIENTE,"plan needs 3.77 Wh, available 11.89 Wh - reserve 10.0 Wh",2989.9920910011133,2989.9920910011133,0,,,1.6375380549397285,,1,3.7715896843214654,nan,nan,,,,,182.59069350978615,nan,3,nan,nan,2.9978704109998944
C1,K5,,rrt_star,,27,SUCESSO,,5013.644552998812,309.88561199956166,0,,,2.745861232909077,,1,3.7715576292355157,4.007484760892593,-0.23592713165707746,0.23592713165707746,4.007484760892593,0.0,0.0,182.5891451800408,183.82456114493056,4,1.4420386027721646,64.60000000000038,5.161027938000188
C1,K5,,rrt_star,,28,SUCESSO,,5013.175513000533,516.1038790010934,0,,,2.741823156006815,,1,3.7767589274721596,4.007606799160908,-0.23084787168874854,0.23084787168874854,4.007606799160908,0.0,0.0,182.84095026397364,184.0371484475254,4,1.7170786330121803,64.60000000000038,5.160046572998908
C1,K5,,rrt_star,,29,SUCESSO,,5010.65792299778,485.19586299880757,0,,,2.763813460405339,,1,3.7448276120207598,3.9696864859556578,-0.224858873934898,0.224858873934898,3.9696864859556578,0.0,0.0,181.29508357857551,182.46423795276831,3,1.1272531963238501,64.00000000000037,5.1472244240012515
C1,K6,,rrt_star,,0,ENERGIA_INSUFICIENTE,"plan needs 3.78 Wh, available 11.89 Wh - reserve 10.0 Wh",5009.635669001,562.3241520006559,0,,,2.7353070146579714,,1,3.783082921043269,nan,nan,,,,,183.14710714941134,nan,3,nan,nan,5.012318697999945
C1,K6,,rrt_star,,1,ENERGIA_INSUFICIENTE,"plan needs 3.80 Wh, available 11.90 Wh - reserve 10.0 Wh",5014.549808000083,344.65873800036206,0,,,2.723470433615887,,1,3.8032516767150417,nan,nan,,,,,184.12352658965293,nan,5,nan,nan,5.017384632999892
C1,K6,,rrt_star,,2,ENERGIA_INSUFICIENTE,"plan needs 3.96 Wh, available 11.98 Wh - reserve 10.0 Wh",5016.0130619988195,661.74767099983,0,,,2.616470504746925,,1,3.959940083133339,nan,nan,,,,,191.70913843280596,nan,4,nan,nan,5.018796647000272
C1,K6,,rrt_star,,3,ENERGIA_INSUFICIENTE,"plan needs 3.75 Wh, available 11.88 Wh - reserve 10.0 Wh",5016.692155000783,465.4352599991398,0,,,2.7618774379381836,,1,3.751965437215674,nan,nan,,,,,181.64065088803792,nan,5,nan,nan,5.0195258669991745
C1,K6,,rrt_star,,4,ENERGIA_INSUFICIENTE,"plan needs 3.78 Wh, available 11.89 Wh - reserve 10.0 Wh",5009.19966299989,511.42069100023946,0,,,2.7407251613101042,,1,3.7752755761166465,nan,nan,,,,,182.76913474262497,nan,3,nan,nan,5.011837215999549
C1,K6,,rrt_star,,5,ENERGIA_INSUFICIENTE,"plan needs 3.74 Wh, available 11.87 Wh - reserve 10.0 Wh",5017.634572001043,370.6700560014724,0,,,2.7746819045840403,,1,3.7353528037906756,nan,nan,,,,,180.8363893429164,nan,5,nan,nan,5.020360785001685
C1,K6,,rrt_star,,6,ENERGIA_INSUFICIENTE,"plan needs 3.75 Wh, available 11.88 Wh - reserve 10.0 Wh",5012.242874001458,441.9076970025344,0,,,2.7603383794313703,,1,3.750727975429247,nan,nan,,,,,181.58074065665747,nan,4,nan,nan,5.014924520999557
C1,K6,,rrt_star,,7,ENERGIA_INSUFICIENTE,"plan needs 3.75 Wh, available 11.87 Wh - reserve 10.0 Wh",5016.398523999669,442.83381500099495,0,,,2.7645258614997803,,1,3.748151710102392,nan,nan,,,,,181.4560172455116,nan,5,nan,nan,5.019093183998848
C1,K6,,rrt_star,,8,ENERGIA_INSUFICIENTE,"plan needs 3.78 Wh, available 11.89 Wh - reserve 10.0 Wh",5020.993217000068,515.6307550005295,0,,,2.7455806914390264,,1,3.7774714778408867,nan,nan,,,,,182.87545627983135,nan,6,nan,nan,5.023683998000706
C1,K6,,rrt_star,,9,ENERGIA_INSUFICIENTE,"plan needs 3.74 Wh, available 11.87 Wh - reserve 10.0 Wh",5012.846910998633,358.1182869984332,0,,,2.767067283000616,,1,3.742057686850857,nan,nan,,,,,181.16100543687128,nan,4,nan,nan,5.015610691998518
C1,K6,,rrt_star,,10,ENERGIA_INSUFICIENTE,"plan needs 3.75 Wh, available 11.87 Wh - reserve 10.0 Wh",5018.896934001532,391.09957900109293,0,,,2.768081319110635,,1,3.7452017387321628,nan,nan,,,,,181.31320418050683,nan,6,nan,nan,5.021665103000487
C1,K6,,rrt_star,,11,ENERGIA_INSUFICIENTE,"plan needs 3.81 Wh, available 11.90 Wh - reserve 10.0 Wh",5016.443168997284,381.86486499762395,0,,,2.720669288110437,,1,3.8086047151073705,nan,nan,,,,,184.38268814661086,nan,5,nan,nan,5.019113749000098
C1,K6,,rrt_star,,12,ENERGIA_INSUFICIENTE,"plan needs 3.76 Wh, available 11.88 Wh - reserve 10.0 Wh",5009.685204999187,384.39670899970224,0,,,2.7545700263708714,,1,3.7566645766796825,nan,nan,,,,,181.86813756916592,nan,3,nan,nan,5.012328337999861
C1,K6,,rrt_star,,13,ENERGIA_INSUFICIENTE,"plan needs 3.82 Wh, available 11.91 Wh - reserve 10.0 Wh",5017.809472001318,528.0340620010975,0,,,2.714164605717493,,1,3.818771887674434,nan,nan,,,,,184.87491368176816,nan,5,nan,nan,5.020576955001161
C1,K6,,rrt_star,,14,ENERGIA_INSUFICIENTE,"plan needs 3.77 Wh, available 11.88 Wh - reserve 10.0 Wh",5011.215770999115,518.5683729996526,0,,,2.746879907591651,,1,3.7683324856249274,nan,nan,,,,,182.43301271196594,nan,3,nan,nan,5.013826628999595
C1,K6,,rrt_star,,15,ENERGIA_INSUFICIENTE,"plan needs 3.81 Wh, available 11.91 Wh - reserve 10.0 Wh",5014.811619001193,500.35124799978803,0,,,2.7167357639440524,,1,3.8128787807461197,nan,nan,,,,,184.58959776496198,nan,4,nan,nan,5.017396916000507
C1,K6,,rrt_star,,16,ENERGIA_INSUFICIENTE,"plan needs 3.80 Wh, available 11.90 Wh - reserve 10.0 Wh",5017.0310600005905,479.37023300073633,0,,,2.7292241843672302,,1,3.797111618512985,nan,nan,,,,,183.82627153671464,nan,5,nan,nan,5.01980918299887
C1,K6,,rrt_star,,17,ENERGIA_INSUFICIENTE,"plan needs 3.76 Wh, available 11.88 Wh - reserve 10.0 Wh",5014.695286998176,443.77573799829406,0,,,2.757976964661326,,1,3.755776235910665,nan,nan,,,,,181.82513310490867,nan,4,nan,nan,5.017442600999857
C1,K6,,rrt_star,,18,ENERGIA_INSUFICIENTE,"plan needs 3.76 Wh, available 11.88 Wh - reserve 10.0 Wh",5012.568652000482,692.4012819999916,0,,,2.750441333441386,,1,3.7644691169396896,nan,nan,,,,,182.24597598410486,nan,4,nan,nan,5.015390366999782
C1,K6,,rrt_star,,19,ENERGIA_INSUFICIENTE,"plan needs 3.81 Wh, available 11.90 Wh - reserve 10.0 Wh",5010.0195269988035,684.3253289989661,0,,,2.7183576194065258,,1,3.806962704003706,nan,nan,,,,,184.30317965642047,nan,3,nan,nan,5.012683070001003
C1,K6,,rrt_star,,20,ENERGIA_INSUFICIENTE,"plan needs 3.75 Wh, available 11.87 Wh - reserve 10.0 Wh",5016.959957001745,338.65821700237575,0,,,2.76390889188362,,1,3.74940800626686,nan,nan,,,,,181.51683551271682,nan,5,nan,nan,5.019780438000453
C5,K1,,astar,2.0,0,SUCESSO,replanner setup 0.26s,144.13297299870464,144.13297299870464,0,,,0.3428098629487733,,1,0.4438039182386539,0.45549658981314645,-0.011692671574492552,0.011692671574492552,0.0,0.45549658981314645,0.0,42.04458172787248,42.19926177729943,3,1.6883038491373044,43.200000000000074,0.4744095699988975
C1,K6,,rrt_star,,21,ENERGIA_INSUFICIENTE,"plan needs 3.75 Wh, available 11.87 Wh - reserve 10.0 Wh",5010.539196000536,383.0083819993888,0,,,2.762913361582263,,1,3.7459588391146452,nan,nan,,,,,181.3498485211677,nan,3,nan,nan,5.0132412430011755
C5,K1,,astar,2.0,1,SUCESSO,replanner setup 0.27s,156.0342490010953,156.0342490010953,0,,,0.3754550448569305,,1,0.4386752039856225,0.4515941846700254,-0.012918980684402892,0.012918980684402892,0.0,0.4515941846700254,0.0,41.55870353548003,41.724353513756334,4,1.9162530070310306,42.80000000000007,0.4907093059991894
C5,K1,,astar,2.0,2,SUCESSO,replanner setup 0.23s,132.07493700065243,132.07493700065243,0,,,0.3130253299536342,,1,0.44537109351929655,0.45797141943622605,-0.0126003259169295,0.0126003259169295,0.0,0.45797141943622605,0.0,42.193050964985986,42.31724224112543,3,1.7802502330949448,43.40000000000008,0.4357855460002611
C1,K6,,rrt_star,,22,ENERGIA_INSUFICIENTE,"plan needs 3.82 Wh, available 11.91 Wh - reserve 10.0 Wh",5015.444123999259,566.3874940000824,0,,,2.710237015131275,,1,3.822503647659701,nan,nan,,,,,185.05555403449935,nan,4,nan,nan,5.018198826999651
C1,K6,,rrt_star,,23,ENERGIA_INSUFICIENTE,"plan needs 3.76 Wh, available 11.88 Wh - reserve 10.0 Wh",5013.977487997181,502.9058689979138,0,,,2.7561054286181923,,1,3.757788436715333,nan,nan,,,,,181.92255767628603,nan,5,nan,nan,5.016753913001594
C5,K1,,astar,1.0,2,SUCESSO,replanner setup 1.86s,918.8902659989253,918.8902659989253,0,,,2.2145557269721974,,1,0.4379838869745746,0.45137254236610824,-0.013388655391533666,0.013388655391533666,0.0,0.45137254236610824,0.0,41.4932103449597,41.67601807842318,4,1.8185495828803013,42.80000000000007,2.8479678019994026
C1,K6,,rrt_star,,24,ENERGIA_INSUFICIENTE,"plan needs 3.77 Wh, available 11.88 Wh - reserve 10.0 Wh",5013.741751998168,395.2051969990862,0,,,2.7502541130255485,,1,3.765606491046268,nan,nan,,,,,182.3010364115977,nan,4,nan,nan,5.016521804998774
C5,K1,,astar,1.0,0,SUCESSO,replanner setup 2.05s,1018.994054000359,1018.994054000359,0,,,2.4612495039859663,,1,0.4370157649747523,0.4491303153846481,-0.012114550409895786,0.012114550409895786,0.0,0.4491303153846481,0.0,41.401493523923904,41.60059888633174,4,1.7170397033122202,42.600000000000065,3.1385283319996233
C1,K6,,rrt_star,,25,ENERGIA_INSUFICIENTE,"plan needs 3.86 Wh, available 11.93 Wh - reserve 10.0 Wh",5015.1627989998815,503.4233030000905,0,,,2.6871717131276163,,1,3.855097797580392,nan,nan,,,,,186.6335066903001,nan,5,nan,nan,5.017974725000386
C5,K1,,astar,1.0,1,SUCESSO,replanner setup 2.13s,1036.2696800002595,1036.2696800002595,0,,,2.5029125946997492,,1,0.43702693417836636,0.44913065750286624,-0.012103723324499882,0.012103723324499882,0.0,0.44913065750286624,0.0,41.40255165900314,41.600392077028914,4,1.5059461385894326,42.600000000000065,3.235443509000106
C1,K6,,rrt_star,,26,ENERGIA_INSUFICIENTE,"plan needs 3.73 Wh, available 11.87 Wh - reserve 10.0 Wh",5012.752927001202,386.84990700130584,0,,,2.7758837348434646,,1,3.730103057454252,nan,nan,,,,,180.58223635522245,nan,3,nan,nan,5.0154168760000175
C1,K6,,rrt_star,,27,ENERGIA_INSUFICIENTE,"plan needs 3.77 Wh, available 11.89 Wh - reserve 10.0 Wh",5014.764602001378,320.97197600160143,0,,,2.746474658751813,,1,3.7715576292355157,nan,nan,,,,,182.5891451800408,nan,4,nan,nan,5.017469664999226
C1,K6,,rrt_star,,28,ENERGIA_INSUFICIENTE,"plan needs 3.78 Wh, available 11.89 Wh - reserve 10.0 Wh",5013.148468999134,502.81715100027213,0,,,2.741808365008759,,1,3.7767589274721596,nan,nan,,,,,182.84095026397364,nan,4,nan,nan,5.01573913899847
C1,K6,,rrt_star,,29,ENERGIA_INSUFICIENTE,"plan needs 3.74 Wh, available 11.87 Wh - reserve 10.0 Wh",5009.812118998525,477.21183999965433,0,,,2.7633469259673613,,1,3.7448276120207598,nan,nan,,,,,181.29508357857551,nan,3,nan,nan,5.0123765019998245
C5,K1,,rrt_star,,0,SUCESSO,,5003.892409999025,160.7730569994601,0,,,10.816875027001954,,1,0.4883005877013165,0.4984413929558358,-0.01014080525451927,0.01014080525451927,0.0,0.4984413929558358,0.0,46.260055676966836,46.057693862002914,3,2.064845301992502,47.20000000000013,5.0839229470002465
C5,K1,,rrt_star,,1,SUCESSO,,5005.5273180005315,144.9989810007537,0,,,11.92425845602666,,1,0.44309775643366406,0.4558441029298979,-0.012746346496233851,0.012746346496233851,0.0,0.4558441029298979,0.0,41.97768218845239,42.12023887600701,4,1.6648760469197748,43.200000000000074,5.075500356999328
C5,K1,,rrt_star,,2,SUCESSO,,5007.89464600166,100.79638500064902,0,,,11.947542500512434,,1,0.442443374024177,0.45562100325631566,-0.013177629232138666,0.013177629232138666,0.0,0.45562100325631566,0.0,41.91568806544835,42.07151070137356,4,2.2025779390218845,43.200000000000074,5.075564660999589
C5,K1,,rrt_star,,3,SUCESSO,,5006.261769000048,113.30535000161035,0,,,11.714785521724844,,1,0.45108699711433803,0.4641113147181327,-0.013024317603794688,0.013024317603794688,0.0,0.4641113147181327,0.0,42.73455762135834,42.84703450208291,4,1.7035398415898846,44.000000000000085,5.081025891999161
C5,K1,,rrt_star,,4,SUCESSO,,5007.039452000754,75.27843300158565,0,,,11.993933294331868,,1,0.44065680379787847,0.45371025197772663,-0.01305344817984816,0.01305344817984816,0.0,0.45371025197772663,0.0,41.74643404400954,41.90734876907963,4,2.266635657803128,43.00000000000007,5.0726349119995575
C5,K1,,rrt_star,,5,SUCESSO,,5005.736708999393,124.16597599985835,0,,,11.51376891705769,,1,0.45891429912273773,0.4707278857008046,-0.01181358657806686,0.01181358657806686,0.0,0.4707278857008046,0.0,43.47609149583831,43.508641655256945,3,1.9008370119164004,44.600000000000094,5.078257993000079
C5,K1,,rrt_star,,6,SUCESSO,,5004.808894002053,122.16278700179828,0,,,10.92649464062768,,1,0.4834902689573136,0.49419764449104403,-0.010707375533730412,0.010707375533730412,0.0,0.49419764449104403,0.0,45.80434126964024,45.62778484627283,3,1.9367410536693295,46.800000000000125,5.09907831000055
C5,K1,,rrt_star,,7,SUCESSO,,5005.423203998362,143.1851289980841,0,,,11.673283456644636,,1,0.45261492111542084,0.4621940036870666,-0.009579082571645747,0.009579082571645747,0.0,0.4621940036870666,0.0,42.879308316197765,42.758602396049234,4,1.6396244942221387,43.80000000000008,5.088495330001024
C5,K1,,rrt_star,,8,SUCESSO,,5003.740438000023,112.41171099936764,0,,,11.710685143315303,,1,0.4510176777234786,0.46411451068892606,-0.013096832965447447,0.013096832965447447,0.0,0.46411451068892606,0.0,42.72799052117168,42.83792977003641,3,2.2386743905550954,44.000000000000085,5.069427084999916
C5,K1,,rrt_star,,9,SUCESSO,,5007.253884999955,100.27682199870469,0,,,12.0189890221845,,1,0.4397570084000453,0.4534554613964487,-0.013698452996403432,0.013698452996403432,0.0,0.4534554613964487,0.0,41.66119026947797,41.838862637165555,3,1.5681128799685076,43.00000000000007,5.07095673799995
C5,K1,,rrt_star,,10,SUCESSO,,5007.522250001784,85.96630600186472,0,,,11.918113474967576,,1,0.4435029035139992,0.45581201441329405,-0.012309110899294873,0.012309110899294873,0.0,0.45581201441329405,0.0,42.016064543431504,42.14215309288193,4,2.045379020447501,43.200000000000074,5.085129581999354
C5,K1,,rrt_star,,11,SUCESSO,,5008.665284998642,135.05377499859605,0,,,11.497907379446081,,1,0.45981623377394665,0.4709721600740025,-0.011155926300055852,0.011155926300055852,0.0,0.4709721600740025,0.0,43.56153793647916,43.40136779793909,4,1.5310907997671013,44.600000000000094,5.076408388998971
C5,K1,,rrt_star,,12,SUCESSO,,5005.577619998803,51.39938499814889,0,,,11.517984449807429,,1,0.4587317588922972,0.4707186206320142,-0.01198686173971697,0.01198686173971697,0.0,0.4707186206320142,0.0,43.458798210849224,43.51361800239482,3,2.399158111212804,44.600000000000094,5.073309797000547
C5,K1,,rrt_star,,13,SUCESSO,,5003.06917799935,129.25986599839234,0,,,11.767230092417982,,1,0.44879019312019036,0.46197807217730197,-0.013187879057111607,0.013187879057111607,0.0,0.46197807217730197,0.0,42.51696566401803,42.63707619544148,3,1.7701906955312916,43.80000000000008,5.07115172200065
C5,K1,,rrt_star,,14,SUCESSO,,5003.198713999154,104.98019499937072,0,,,11.69782479097343,,1,0.45146463487685295,0.4642095356245046,-0.012744900747651666,0.012744900747651666,0.0,0.4642095356245046,0.0,42.7703338304387,42.86684438011116,3,1.6836574815187078,44.000000000000085,5.072881314999904
C5,K1,,rrt_star,,15,SUCESSO,,5010.211369000899,92.24853399973654,0,,,12.067980236299015,,1,0.43823045294266977,0.45146222635516126,-0.013231773412491488,0.013231773412491488,0.0,0.45146222635516126,0.0,41.516569226147666,41.69487214757126,4,1.9852708709519478,42.80000000000007,5.075009244001194
C5,K1,,rrt_star,,16,SUCESSO,,5004.238892999638,89.53015999941272,0,,,11.099269128178904,,1,0.4759099093671249,0.48763387163127636,-0.011723962264151455,0.011723962264151455,0.0,0.48763387163127636,0.0,45.08620194004342,45.02118123097613,3,1.702455025102962,46.20000000000012,5.082003600000462
C5,K1,,rrt_star,,17,SUCESSO,,5005.73655900007,70.23001800007478,0,,,11.996533914177716,,1,0.4404466383623979,0.4535726381954773,-0.013125999833079383,0.013125999833079383,0.0,0.4535726381954773,0.0,41.72652363433243,41.88396456489104,3,1.6456833107014335,43.00000000000007,5.068427336000241
C5,K1,,rrt_star,,18,SUCESSO,,5007.2541020017525,84.34827800192579,0,,,11.91710605432207,,1,0.4435166441712906,0.4579292707944457,-0.014412626623155067,0.014412626623155067,0.0,0.4579292707944457,0.0,42.017366289911735,42.22223567634373,4,1.8788680265920248,43.40000000000008,5.070247936999294
C5,K1,,rrt_star,,19,SUCESSO,,5006.0001379988535,130.63860399961413,0,,,11.526300716614614,,1,0.45843947565586013,0.47069488433017453,-0.012255408674314405,0.012255408674314405,0.0,0.47069488433017453,0.0,43.43110822002885,43.4784151035709,3,2.1942347463593457,44.600000000000094,5.077877438998257
C5,K1,,rrt_star,,20,SUCESSO,,5007.085124001605,111.06288700102596,0,,,11.672349123047256,,1,0.4528014424571692,0.4643289855152605,-0.011527543058091283,0.011527543058091283,0.0,0.4643289855152605,0.0,42.89697875910024,42.93029834234898,4,2.0791195404469205,44.000000000000085,5.088353567000013
C5,K1,,rrt_star,,21,SUCESSO,,5004.954067000654,73.61980200039397,0,,,11.941340999005563,,1,0.44241321566504666,0.4556292460433367,-0.013216030378290056,0.013216030378290056,0.0,0.4556292460433367,0.0,41.912830957741264,42.06272370374514,3,1.6559487033425753,43.200000000000074,5.070492310000191
C5,K2,,astar,2.0,0,SUCESSO,replanner setup 0.27s,147.5548219987104,147.5548219987104,1,114.72790100015118,114.72790100015118,0.3531049886221929,0.274548765188172,1,0.44109349096848377,0.4580634642524117,-0.01696997328392791,0.01696997328392791,0.0,0.4580634642524117,0.0,41.78780440754058,42.25866356441704,3,1.6902793218294976,43.514727901000235,0.6743282679999538
C5,K2,,astar,2.0,1,SUCESSO,replanner setup 0.28s,152.05565799988108,152.05565799988108,1,109.60147700097878,109.60147700097878,0.36582948930974707,0.26368931538801016,1,0.4387377159186101,0.4518986332172503,-0.013160917298640218,0.013160917298640218,0.0,0.4518986332172503,0.0,41.56462571860517,41.724353513756334,3,1.9162530070310306,42.909601477001054,0.6861196390000259
C5,K2,,astar,2.0,2,SUCESSO,replanner setup 0.25s,141.0031089999393,141.0031089999393,1,134.46204300089448,134.46204300089448,0.33973582101071786,0.32397564066269635,1,0.438095148791496,0.45814044706185986,-0.02004529827036383,0.02004529827036383,0.0,0.45814044706185986,0.0,41.50375093814172,42.26837361385815,3,1.7806265839823667,43.53446204300098,0.6711967079991155
C5,K1,,rrt_star,,22,SUCESSO,,5006.647005000559,80.57191599982616,0,,,12.091664971658846,,1,0.4370609070976357,0.44913648474488443,-0.012075577647248759,0.012075577647248759,0.0,0.44913648474488443,0.0,41.40577014609181,41.59956361301634,4,1.5591370165249825,42.600000000000065,5.070609657001114
C5,K1,,rrt_star,,23,SUCESSO,,5004.459089999727,113.36127899994608,0,,,11.469650143071354,,1,0.46056196388786824,0.4727304053679025,-0.012168441480034264,0.012168441480034264,0.0,0.4727304053679025,0.0,43.63218605253489,43.65763042809762,3,1.8215392873648404,44.8000000000001,5.076050495001255
C5,K1,,rrt_star,,24,SUCESSO,,5003.077585000938,105.95468400060781,0,,,11.221348905357631,,1,0.4706231295599219,0.4811714606271326,-0.010548331067210703,0.010548331067210703,0.0,0.4811714606271326,0.0,44.585349116203126,44.52892591730612,3,1.7157571942552257,45.60000000000011,5.080323923000833
C5,K1,,rrt_star,,25,SUCESSO,,5006.390597001882,85.96697800203401,0,,,11.816320739569944,,1,0.4472224074156912,0.4600116324315241,-0.012789225015832906,0.012789225015832906,0.0,0.4600116324315241,0.0,42.36843859727601,42.40578535381968,4,1.5797205751408487,43.60000000000008,5.089374150000367
C5,K1,,rrt_star,,26,SUCESSO,,5010.327601999961,94.17488299914112,0,,,11.91879076748789,,1,0.4437261496250843,0.45590157021846095,-0.012175420593376673,0.012175420593376673,0.0,0.45590157021846095,0.0,42.037214175007975,42.121889013472085,5,1.5318148036317827,43.200000000000074,5.078459795000526
C5,K2,,astar,1.0,2,SUCESSO,replanner setup 1.96s,938.3815300006972,938.3815300006972,1,700.1227800010383,700.1227800010383,2.2674411297197614,1.6917289359125758,1,0.43684214079038874,0.4554471278569764,-0.01860498706658764,0.01860498706658764,0.0,0.4554471278569764,0.0,41.3850449169842,41.853248644387655,3,1.8208937232007063,43.700122780001124,3.7471685009986686
C5,K2,,astar,1.0,0,SUCESSO,replanner setup 2.13s,1036.067359998924,1036.067359998924,1,753.9291289995163,753.9291289995163,2.507005312714044,1.8243064155728463,1,0.43622829685697767,0.45583554730351444,-0.019607250446536773,0.019607250446536773,0.0,0.45583554730351444,0.0,41.32689128118736,41.90686311906918,3,1.720615025852541,43.7539291289996,4.079403507999814
C5,K1,,rrt_star,,27,SUCESSO,,5003.308545999971,90.56319199953577,0,,,11.90086421510666,,1,0.44377198465847073,0.45550999735161474,-0.011738012693144007,0.011738012693144007,0.0,0.45550999735161474,0.0,42.04155644132882,42.19294697152915,3,2.0035376081854257,43.200000000000074,5.066053704000296
C5,K1,,rrt_star,,28,SUCESSO,,5005.371281999032,102.03381499923125,0,,,12.03610985126874,,1,0.43896637116313597,0.45151648964151764,-0.012550118478381667,0.012550118478381667,0.0,0.45151648964151764,0.0,41.58628779440236,41.75817365422018,4,1.6860755649978683,42.80000000000007,5.078463481999279
C5,K2,,astar,1.0,1,SUCESSO,replanner setup 2.15s,1035.9506610002427,1035.9506610002427,1,821.5796139993472,821.5796139993472,2.4985789634047433,1.9815437332883532,1,0.437650156955684,0.45597031726148624,-0.018320160305802247,0.018320160305802247,0.0,0.45597031726148624,0.0,41.461593816854275,41.94417959290978,3,1.9996055151253094,43.82157961399944,4.158566058998986
C5,K1,,rrt_star,,29,SUCESSO,,5003.465718998996,144.23821599848452,0,,,11.334741588720721,,1,0.4659511639839019,0.47676237045818204,-0.010811206474280133,0.010811206474280133,0.0,0.47676237045818204,0.0,44.1427418511065,44.175250217920805,3,1.8816088677595246,45.2000000000001,5.074863263000225
C5,K2,,rrt_star,,0,SUCESSO,,5005.316247999872,133.90013999924122,1,245.0447270002769,245.0447270002769,11.898855433312205,0.5825309804224433,1,0.44402500748914914,0.5326558995682827,-0.0886308920791336,0.0886308920791336,0.0,0.5326558995682827,0.0,42.06552702528781,49.18243831250563,3,2.038619731548847,50.64504472700046,5.458999676999156
C5,K2,,rrt_star,,1,SUCESSO,,5005.876249997527,69.1416309982742,1,265.91042499967443,265.91042499967443,12.046303760577203,0.6398955133283295,1,0.43863915364652206,0.5860970396931652,-0.14745788604664312,0.14745788604664312,0.0,0.5860970396931652,0.0,41.55528824019683,54.097980724653816,3,2.2014736016512617,55.66591042499993,5.438146721000521
C5,K2,,rrt_star,,2,SUCESSO,,5005.772190001153,97.65386400067655,1,218.55049100122415,218.55049100122415,11.89976934922579,0.5195403097387088,1,0.4440313496786382,0.5648554064480246,-0.12082405676938635,0.12082405676938635,0.0,0.5648554064480246,0.0,42.066127864292035,52.207976899104075,3,2.1394268308422566,53.61855049100145,5.418840749000083
C5,K2,,rrt_star,,3,SUCESSO,,5004.766316000314,107.47579999951995,1,138.36875900051382,138.36875900051382,11.797714755248634,0.32617609827393623,1,0.4477823882596581,0.46449567238202316,-0.016713284122365057,0.016713284122365057,0.0,0.46449567238202316,0.0,42.42148941407288,42.84703450208291,3,1.7035398415898846,44.138368759000606,5.296455030000288
C5,K2,,rrt_star,,4,SUCESSO,,5007.031688001007,71.34009600122226,1,138.21709100011503,138.21709100011503,12.070465190825974,0.3332003249933854,1,0.4378621727958863,0.4540941883416158,-0.016232015545729506,0.016232015545729506,0.0,0.4540941883416158,0.0,41.481679528031336,41.90734876907963,3,2.266635657803128,43.13821709100019,5.2910925569995015
C5,K2,,rrt_star,,5,SUCESSO,,5005.646595000144,116.49850899993908,1,267.20297999963805,267.20297999963805,11.557552646329583,0.6169457731368027,1,0.4571675539092738,0.5458061715470708,-0.08863861763779696,0.08863861763779696,0.0,0.5458061715470708,0.0,43.31061037035227,50.394429635339435,3,2.0764499292878686,51.86720297999984,5.437663986998814
C5,K2,,rrt_star,,6,SUCESSO,,5005.850174999068,115.46300299960421,1,133.95698600106698,133.95698600106698,11.796672291021988,0.31567997636843004,1,0.4479189412187399,0.46261657618053686,-0.01469763496179699,0.01469763496179699,0.0,0.46261657618053686,0.0,42.43442601019642,42.69549872492123,3,1.8932079425758208,43.93395698600116,5.295065823000186
C5,K2,,rrt_star,,7,SUCESSO,,5010.345830000006,86.78668399988965,1,179.02589500044996,179.02589500044996,12.0574083333841,0.43082621270276067,1,0.43862646348867246,0.5943100215575511,-0.15568355806887862,0.15568355806887862,0.0,0.5943100215575511,0.0,41.55408601471635,54.84823544062811,3,2.2923703326571285,56.379025895000716,5.367239037999752
C5,K2,,rrt_star,,9,SUCESSO,,5004.745742999148,97.2676319997845,1,131.69260299946473,131.69260299946473,12.043977028296485,0.3169197331434529,1,0.4386248131123321,0.45407027723996546,-0.015445464127633368,0.015445464127633368,0.0,0.45407027723996546,0.0,41.55392966327357,41.93609496553912,3,2.030355055868491,43.13169260299954,5.274301206000018
C5,K2,,rrt_star,,8,SUCESSO,,5005.372379999244,144.88403199902677,1,197.2060629996122,197.2060629996122,12.032657158885105,0.4740732088604742,1,0.4390924260175694,0.579500807167303,-0.14040838114973359,0.14040838114973359,0.0,0.579500807167303,0.0,41.59822983324342,53.61625480811118,3,2.3785629738553884,54.99720606299986,5.395680952000475
